lemma,surface_word,seed_node_count,source_node_ids,parts_of_speech,max_degree_score,best_frequency,earliest_age_of_acquisition,mean_concreteness
support,support,1,support::v,v,37,4.7047984141411225,8.53,2.83
leo,leo,1,leo::n,n,9,4.703622146688328,,
united,united,1,united::a,a,80,4.700921511592295,,2.61
moon,moon,1,moon::n,n,50,4.698203977613727,4.83,4.9
bottom,bottom,2,bottom::a;bottom::v,a;v,25,4.697863087108075,5.28,4.25
final,final,1,final::n,n,86,4.695640752691882,6.58,2.67
east,east,2,east::a;east::r,a;r,13,4.694611211754808,6.94,3.04
continue,continue,1,continue::v,v,60,4.694611211754808,7.53,2.36
match,match,1,match::n,n,39,4.693579224381523,5.72,4.14
spirit,spirit,1,spirit::v,v,8,4.692889867916303,7.11,1.6
chair,chair,1,chair::v,v,7,4.6918537772096185,3.43,4.58
study,study,1,study::n,n,329,4.690121447501861,6.58,3.7
rain,rain,1,rain::v,v,17,4.688904692103868,3.6,4.97
above,above,1,above::n,n,345,4.688730591286983,4.548568000000001,3.33
choose,choose,1,choose::v,v,25,4.681354607990837,4.74,2.62
cards,cards,1,cards::n,n,87,4.681000226508992,,
immediately,immediately,1,immediately::r,r,83,4.680468111496249,6.765224000000001,2.3
teeth,teeth,1,teeth::n,n,238,4.679401921561649,,4.96
coach,coach,1,coach::v,v,6,4.6774404157427725,6.89,4.12
crew,crew,1,crew::v,v,3,4.676545885082742,7.56,4.36
heavy,heavy,1,heavy::n,n,379,4.674391464053246,4.05,3.37
empty,empty,1,empty::v,v,12,4.673851184719329,4.79,3.43
dressed,dressed,1,dressed::a,a,59,4.671139659895042,,3.41
knife,knife,1,knife::v,v,3,4.669868464601791,4.15,4.9
weapon,weapon,1,weapon::n,n,101,4.668411099200972,6.95,4.76
shirt,shirt,1,shirt::v,v,3,4.6658488824363715,3.53,4.94
size,size,2,size::a;size::v,a;v,110,4.663640600651876,4.84,3.13
necessary,necessary,1,necessary::a,a,27,4.6621621499239705,7.55,1.8
credit,credit,1,credit::v,v,8,4.660678648970281,9.42,2.71
center,center,2,center::n;center::v,n;v,441,4.660306980584822,6.57,3.85
practice,practice,1,practice::v,v,17,4.659376415665037,6.24,2.52
stage,stage,1,stage::v,v,15,4.658257099370433,6.32,4.64
animal,animal,1,animal::n,n,411,4.657509282600378,2.89,4.61
drug,drug,2,drug::n;drug::v,n;v,364,4.654881736665553,8.11,4.48
nature,nature,1,nature::n,n,298,4.654316616895635,6.16,2.92
responsible,responsible,1,responsible::a,a,352,4.653373113413739,10.15,1.69
correct,correct,1,correct::v,v,9,4.652238196874399,5.37,2.59
bringing,bringing,1,bringing::n,n,68,4.650340053634695,,
singing,singing,1,singing::n,n,63,4.650149782226656,,4.2
common,common,2,common::a;common::n,a;n,1299,4.649006399867494,6.94,2.07
due,due,1,due::n,n,148,4.649006399867494,7.53,3.21
chinese,chinese,1,chinese::n,n,243,4.647285662270978,,
concerned,concerned,1,concerned::a,a,268,4.646326742733896,8.79,1.86
written,written,1,written::a,a,364,4.643630449041483,,4.04
skin,skin,1,skin::n,n,634,4.643437214563589,4.48,4.79
operation,operation,1,operation::n,n,149,4.642469750403414,7.84,3.44
danger,danger,1,danger::n,n,131,4.639749328646151,4.61,2.68
command,command,1,command::v,v,11,4.639359302143149,8.67,2.48
beyond,beyond,1,beyond::r,r,169,4.634454184697808,6.317630000000001,1.72
dry,dry,1,dry::v,v,18,4.6312855834509,4.11,3.77
jury,jury,1,jury::n,n,34,4.630688888396783,11.05,4.64
form,form,2,form::n;form::v,n;v,1486,4.63048980772316,7.58,3.13
program,program,1,program::v,v,10,4.629293403435116,8.2,3.43
milk,milk,2,milk::n;milk::v,n;v,185,4.6282938759929895,3.37,4.92
g,g,1,g::n,n,498,4.6282938759929895,,
held,held,1,held::a,a,268,4.627492594433761,,
natural,natural,1,natural::n,n,239,4.626488909027701,8.5,1.85
battle,battle,1,battle::v,v,6,4.625482898659161,6.95,4.0
breaking,breaking,1,breaking::n,n,43,4.625482898659161,,3.93
coat,coat,1,coat::v,v,45,4.623666186580708,3.58,4.97
settle,settle,1,settle::v,v,23,4.623058923165193,8.26,2.31
according,according,1,according::a,a,238,4.621435390500979,8.44903,1.63
noticed,noticed,1,noticed::a,a,11,4.620621342498994,,
shame,shame,1,shame::v,v,15,4.618374810661022,6.55,2.24
large,large,2,large::a;large::n,a;n,3500,4.617144513855521,5.74,3.37
military,military,1,military::n,n,345,4.614879877626161,8.2,4.0
oil,oil,1,oil::v,v,8,4.613225420456149,7.33,4.93
health,health,1,health::n,n,120,4.604645968356548,7.56,2.28
numbers,numbers,1,numbers::n,n,157,4.597400455659764,,
color,color,3,color::a;color::n;color::v,a;n;v,321,4.595462118528349,4.0,4.08
earlier,earlier,1,earlier::r,r,8,4.595246212741202,,
bell,bell,1,bell::v,v,7,4.594381514631945,3.89,4.96
wet,wet,1,wet::v,v,15,4.593081230780672,2.47,4.46
pig,pig,1,pig::v,v,20,4.592212207015162,3.84,5.0
soldier,soldier,1,soldier::v,v,3,4.589813386303822,6.94,4.72
several,several,1,several::a,a,1068,4.588279936350856,6.765224000000001,3.0
planet,planet,1,planet::n,n,58,4.587621082396069,6.67,4.58
insurance,insurance,1,insurance::n,n,71,4.583202992596043,11.4,2.86
character,character,1,character::n,n,142,4.581200093664492,6.47,2.93
speech,speech,1,speech::n,n,259,4.579859677532823,6.22,3.37
airport,airport,1,airport::n,n,34,4.579859677532823,6.84,4.87
hook,hook,1,hook::v,v,5,4.5794119512231655,6.26,4.79
serve,serve,1,serve::v,v,17,4.578739495116835,7.17,3.78
sugar,sugar,2,sugar::n;sugar::v,n;v,177,4.576715856799913,3.95,4.87
hill,hill,1,hill::v,v,3,4.574229646886986,3.47,4.93
justice,justice,1,justice::n,n,56,4.573094829199473,9.47,1.45
rough,rough,1,rough::r,r,6,4.572412512512536,6.21,3.83
meaning,meaning,1,meaning::n,n,124,4.571729122156098,6.1,1.85
pair,pair,1,pair::v,v,5,4.570816259009903,5.94,3.88
science,science,1,science::n,n,135,4.570816259009903,7.32,2.79
usual,usual,1,usual::a,a,74,4.570587743097289,8.89,1.9
subject,subject,1,subject::n,n,149,4.567375830545769,7.3,3.14
strength,strength,1,strength::n,n,166,4.566915040601319,6.21,2.96
mail,mail,1,mail::n,n,88,4.56599199140814,4.65,4.69
paint,paint,1,paint::n,n,63,4.565529730074552,4.45,4.79
ghost,ghost,1,ghost::v,v,5,4.562978460093539,5.06,3.19
release,release,1,release::v,v,35,4.559475124490375,8.53,3.24
unit,unit,1,unit::n,n,762,4.558065838834353,7.79,3.77
falling,falling,1,falling::a,a,64,4.5561796491945525,,3.64
prepared,prepared,1,prepared::a,a,148,4.55333491534274,,2.07
pocket,pocket,1,pocket::v,v,3,4.552382514781439,4.74,4.68
roof,roof,1,roof::v,v,5,4.551666841207943,5.0,4.79
jason,jason,1,jason::n,n,11,4.551189069452494,,
base,base,2,base::a;base::n,a;n,352,4.548311348386137,6.42,3.86
firm,firm,1,firm::a,a,22,4.547106647247766,11.17,3.54
trade,trade,1,trade::v,v,5,4.546140474475745,6.42,3.08
language,language,1,language::n,n,851,4.544929727993491,6.79,2.35
purpose,purpose,2,purpose::n;purpose::v,n;v,137,4.544687173124354,8.37,1.52
noise,noise,1,noise::v,v,47,4.542254144453354,4.5,3.52
proof,proof,1,proof::v,v,22,4.536111262946303,8.06,2.67
vote,vote,1,vote::v,v,19,4.535368243976522,7.79,3.85
medicine,medicine,2,medicine::n;medicine::v,n;v,276,4.533629573439659,4.89,4.79
issue,issue,1,issue::v,v,19,4.5328822928161046,8.6,2.37
male,male,1,male::n,n,517,4.5303820298257875,5.63,4.45
television,television,1,television::n,n,118,4.529880245273255,4.11,4.83
regular,regular,1,regular::n,n,108,4.529377880287335,8.56,2.4
stomach,stomach,1,stomach::n,n,158,4.5288749335236504,5.26,4.89
yellow,yellow,2,yellow::n;yellow::v,n;v,1451,4.528623241553753,3.2,4.3
prepare,prepare,1,prepare::v,v,57,4.525337902485594,7.72,2.36
sudden,sudden,1,sudden::a,a,191,4.524322008497446,6.669311000000001,2.07
assume,assume,1,assume::v,v,55,4.524322008497446,8.21,1.75
social,social,1,social::n,n,301,4.523303732575141,10.43,2.27
travel,travel,1,travel::v,v,59,4.523048790107061,5.9,3.67
property,property,1,property::n,n,637,4.522027521013506,8.16,3.9
expected,expected,1,expected::a,a,121,4.521515984462136,,
remain,remain,1,remain::v,v,39,4.521003844683561,8.17,1.96
sexual,sexual,1,sexual::a,a,231,4.520747548139148,11.33,2.5
freedom,freedom,1,freedom::n,n,85,4.519463791715468,7.05,2.34
damage,damage,2,damage::n;damage::v,n;v,75,4.518949224733586,7.2,3.2
society,society,1,society::n,n,144,4.517143423870323,8.7,2.54
buying,buying,1,buying::n,n,29,4.517143423870323,,
energy,energy,1,energy::n,n,349,4.516884838282508,6.52,3.11
crack,crack,1,crack::v,v,6,4.516108156438717,6.33,4.53
vacation,vacation,1,vacation::v,v,5,4.515589595801702,5.22,3.14
divorce,divorce,1,divorce::n,n,26,4.514550613292043,8.9,3.25
ally,ally,1,ally::v,v,6,4.513769741972466,9.61,2.61
telephone,telephone,1,telephone::v,v,8,4.509844185128824,4.63,4.96
tall,tall,1,tall::n,n,602,4.509318086358366,4.95,3.36
fixed,fixed,1,fixed::a,a,220,4.508791349505557,,2.89
professional,professional,1,professional::n,n,97,4.508527741314214,9.06,2.14
understood,understood,1,understood::a,a,45,4.506677990192157,,2.28
model,model,1,model::v,v,10,4.505617441479764,5.83,4.53
gate,gate,1,gate::v,v,3,4.505351899140765,5.32,4.96
ear,ear,1,ear::n,n,109,4.504820326881128,3.63,5.0
staff,staff,1,staff::v,v,3,4.504820326881128,10.0,4.36
engine,engine,1,engine::n,n,99,4.503221695081319,6.28,4.86
german,german,1,german::n,n,500,4.502687507459353,,
map,map,1,map::v,v,6,4.502420167049617,5.6,4.93
harm,harm,1,harm::v,v,24,4.501884992019598,5.0,2.62
square,square,1,square::v,v,7,4.501617156992975,4.11,4.33
silver,silver,3,silver::a;silver::n;silver::v,a;n;v,89,4.501349156687091,6.21,4.52
positive,positive,1,positive::n,n,71,4.499737672530512,8.11,2.44
female,female,1,female::n,n,462,4.499468509533422,5.89,4.57
covered,covered,1,covered::a,a,458,4.499468509533422,,3.41
snow,snow,1,snow::v,v,8,4.4959541248003845,4.11,4.85
spring,spring,1,spring::n,n,120,4.495410917122433,5.5,3.89
showing,showing,1,showing::n,n,395,4.492684640235537,,3.06
destroyed,destroyed,1,destroyed::a,a,100,4.4888388701675055,,
tour,tour,1,tour::v,v,6,4.488286683847849,7.17,3.38
bones,bones,1,bones::n,n,186,4.4855151716857415,,
burning,burning,1,burning::n,n,46,4.4855151716857415,,3.85
appointment,appointment,1,appointment::n,n,15,4.4849587404989215,7.53,3.0
shape,shape,2,shape::n;shape::v,n;v,246,4.480200068207608,4.47,3.14
farm,farm,1,farm::n,n,68,4.477376296998835,3.85,4.59
clearly,clearly,1,clearly::r,r,63,4.476525572962059,,2.04
growing,growing,1,growing::n,n,321,4.475957496384131,,2.89
alarm,alarm,1,alarm::v,v,8,4.474534045480502,6.39,4.47
interview,interview,1,interview::v,v,7,4.469659114009142,10.53,3.36
parts,parts,1,parts::n,n,633,4.46850407481261,,
statement,statement,1,statement::n,n,122,4.46560296528111,8.89,2.96
load,load,1,load::v,v,18,4.4653117855974545,7.78,3.63
community,community,1,community::n,n,106,4.464145110666414,7.28,3.52
loss,loss,1,loss::n,n,325,4.463852951569017,5.0,2.19
discovered,discovered,1,discovered::a,a,287,4.458560197724512,,2.37
joy,joy,1,joy::v,v,10,4.4552936939144505,6.74,2.37
deliver,deliver,1,deliver::v,v,38,4.452302673263498,6.63,3.12
bread,bread,1,bread::v,v,5,4.452002435102972,3.58,4.92
original,original,1,original::n,n,136,4.450498122958449,7.67,2.07
dealing,dealing,1,dealing::n,n,161,4.450498122958449,,2.37
received,received,1,received::a,a,99,4.449290910278686,,2.67
higher,higher,1,higher::a,a,180,4.44442822007193,,2.93
lower,lower,2,lower::n;lower::v,n;v,310,4.443510372991508,,2.76
breathing,breathing,1,breathing::n,n,83,4.443510372991508,,4.1
plant,plant,1,plant::n,n,1504,4.440745135253817,3.95,4.76
surely,surely,1,surely::r,r,12,4.440436796950554,,1.71
garage,garage,1,garage::v,v,4,4.434536387882075,5.26,4.96
connection,connection,1,connection::n,n,44,4.433910603217745,8.0,3.0
physical,physical,1,physical::a,a,376,4.433910603217745,8.16,3.31
filled,filled,1,filled::a,a,252,4.433910603217745,,3.03
pulling,pulling,1,pulling::n,n,48,4.433283915544927,,
wheel,wheel,1,wheel::n,n,93,4.432027820723091,4.4,4.86
wood,wood,1,wood::n,n,811,4.431083359716067,4.58,4.85
europe,europe,1,europe::n,n,675,4.428237590278449,,
based,based,1,based::a,a,501,4.424733912088943,,1.85
garden,garden,1,garden::v,v,5,4.4237734373548845,5.33,4.73
fourth,fourth,2,fourth::a;fourth::r,a;r,20,4.422167910639466,4.676452000000001,3.39
event,event,1,event::n,n,206,4.420879202032418,7.81,2.69
actor,actor,1,actor::n,n,215,4.4202334108622665,7.17,4.57
winter,winter,1,winter::v,v,7,4.418290255576264,4.38,3.84
flat,flat,2,flat::n;flat::r,n;r,383,4.418290255576264,5.68,4.07
rick,rick,1,rick::n,n,10,4.4179655494064445,7.798953000000001,
disease,disease,1,disease::n,n,577,4.4176406002839865,7.55,3.45
smoking,smoking,1,smoking::n,n,26,4.417315407845054,6.733883,4.32
closing,closing,1,closing::n,n,13,4.41698997172499,,
bone,bone,2,bone::a;bone::n,a;n,174,4.415685783111545,5.53,4.9
egg,egg,1,egg::n,n,84,4.4153591230871925,3.89,4.97
engaged,engaged,1,engaged::a,a,112,4.415032217176458,,2.37
rooms,rooms,1,rooms::n,n,40,4.414705065008896,4.11,4.57
available,available,1,available::a,a,210,4.413722127248141,8.5,2.11
object,object,1,object::n,n,265,4.410759894970237,7.94,3.66
percent,percent,1,percent::n,n,34,4.410429507368222,8.19,2.7
navy,navy,1,navy::n,n,40,4.409436833834544,7.15,3.93
plate,plate,1,plate::n,n,102,4.408773788695216,3.84,4.77
negative,negative,1,negative::n,n,76,4.408773788695216,7.47,1.79
distance,distance,1,distance::v,v,10,4.4081097297250045,6.81,3.17
tank,tank,1,tank::v,v,5,4.4081097297250045,7.17,4.8
golf,golf,2,golf::n;golf::v,n;v,65,4.406778557857045,7.16,4.52
knowledge,knowledge,1,knowledge::n,n,246,4.406778557857045,7.68,1.73
hire,hire,1,hire::v,v,4,4.406778557857045,9.0,3.11
stock,stock,1,stock::n,n,168,4.406111438706047,9.22,4.19
equipment,equipment,1,equipment::n,n,143,4.405443293217488,7.5,4.83
conference,conference,1,conference::n,n,25,4.40477411822854,9.39,3.86
sale,sale,1,sale::n,n,133,4.404439143679035,6.76,3.37
proper,proper,1,proper::a,a,82,4.402423852443709,7.63,1.78
baseball,baseball,1,baseball::n,n,154,4.4020870594978625,4.83,4.86
slowly,slowly,1,slowly::r,r,77,4.399044111792328,6.317630000000001,3.1
spending,spending,1,spending::n,n,25,4.393924667656297,,3.31
location,location,1,location::n,n,146,4.393581216090826,6.86,3.0
central,central,1,central::n,n,1004,4.39323749269979,8.0,2.71
steps,steps,1,steps::n,n,76,4.392204687262023,3.67,4.39
younger,younger,1,younger::a,a,26,4.39151478325371,,2.79
fail,fail,1,fail::v,v,51,4.390477867961517,6.0,3.0
poison,poison,1,poison::v,v,5,4.38978521313861,5.58,4.27
wanting,wanting,1,wanting::a,a,13,4.38943847101887,,2.0
happiness,happiness,1,happiness::n,n,44,4.388744155152517,6.17,2.6
bay,bay,1,bay::n,n,43,4.38420384177358,8.67,4.81
mirror,mirror,1,mirror::v,v,4,4.383149301841683,4.89,4.97
direction,direction,1,direction::n,n,352,4.381386025030914,6.68,2.79
direct,direct,1,direct::a,a,20,4.380678704871464,9.68,2.15
march,march,1,march::v,v,10,4.380324612326856,6.850480000000001,4.03
led,led,1,led::n,n,287,4.380324612326856,,2.62
boston,boston,1,boston::n,n,28,4.380324612326856,,
official,official,2,official::a;official::n,a;n,305,4.379970230845011,8.68,2.54
effect,effect,1,effect::n,n,171,4.378193972819208,9.26,1.8
vision,vision,1,vision::n,n,111,4.377837847762842,6.58,3.39
dust,dust,1,dust::v,v,7,4.377124720374525,5.06,4.4
sharp,sharp,1,sharp::n,n,173,4.376052828883699,6.11,3.86
stairs,stairs,1,stairs::n,n,8,4.375694943011033,4.22,5.0
extremely,extremely,1,extremely::r,r,237,4.374978285287512,,1.84
newspaper,newspaper,1,newspaper::n,n,58,4.374260443005232,5.78,4.82
apple,apple,1,apple::n,n,88,4.373901076429573,4.15,5.0
university,university,1,university::n,n,146,4.372460629066266,10.72,4.65
prisoner,prisoner,1,prisoner::n,n,31,4.364084039757975,8.0,4.11
popular,popular,1,popular::a,a,241,4.362979432595543,6.61,2.16
hearts,hearts,1,hearts::n,n,11,4.361132154259989,,4.48
nerve,nerve,1,nerve::n,n,138,4.360761753826532,9.67,3.89
circumstances,circumstances,1,circumstances::n,n,107,4.360391037216823,,1.59
busted,busted,1,busted::a,a,7,4.3596486533063,,2.85
shift,shift,1,shift::v,v,8,4.358160067506498,9.17,2.81
steady,steady,2,steady::r;steady::v,r;v,10,4.3559175781080555,6.7,2.25
image,image,1,image::n,n,114,4.354416126372623,8.5,3.85
easily,easily,1,easily::r,r,239,4.353286621231653,,1.8
pot,pot,1,pot::v,v,4,4.352531982498071,5.95,4.81
behavior,behavior,1,behavior::n,n,344,4.349880372539742,7.05,2.19
snake,snake,1,snake::v,v,6,4.3491197865626745,5.1,5.0
tears,tears,1,tears::n,n,47,4.3491197865626745,,
cancer,cancer,1,cancer::n,n,76,4.348738993480932,8.39,3.86
orange,orange,1,orange::a,a,35,4.3483578662235605,3.26,4.66
terms,terms,1,terms::n,n,304,4.3483578662235605,,
material,material,2,material::a;material::n,a;n,418,4.344912585627879,8.06,4.26
flesh,flesh,1,flesh::v,v,9,4.343372532659787,8.3,4.59
advantage,advantage,2,advantage::n;advantage::v,n;v,52,4.343372532659787,9.32,2.0
sandwich,sandwich,1,sandwich::v,v,3,4.34066422867281,4.79,4.9
understanding,understanding,1,understanding::a,a,34,4.340275945694865,7.83,1.92
sweat,sweat,1,sweat::n,n,24,4.33949833674602,7.26,4.71
political,political,1,political::a,a,297,4.33949833674602,9.83,1.83
plain,plain,1,plain::r,r,10,4.33871933298217,7.37,2.26
performance,performance,1,performance::n,n,149,4.33871933298217,7.74,3.04
stops,stops,1,stops::n,n,67,4.338329306479168,,
union,union,1,union::a,a,6,4.337938929390498,9.39,3.38
fruit,fruit,1,fruit::v,v,7,4.33676568829362,3.63,4.81
objection,objection,1,objection::n,n,13,4.33676568829362,9.74,2.29
value,value,2,value::n;value::v,n;v,225,4.332436482258533,6.78,1.62
counting,counting,1,counting::n,n,140,4.331644696292811,,3.57
zero,zero,1,zero::v,v,6,4.331248261320598,5.3052150000000005,2.86
victory,victory,1,victory::n,n,91,4.331248261320598,7.53,2.55
ill,ill,1,ill::r,r,8,4.327663967397288,5.603611000000001,3.21
remove,remove,1,remove::v,v,228,4.327263880329008,5.67,3.14
progress,progress,1,progress::n,n,49,4.327263880329008,9.0,2.12
directly,directly,1,directly::r,r,137,4.327263880329008,,2.37
chain,chain,1,chain::v,v,4,4.32646259876978,5.22,4.55
authority,authority,1,authority::n,n,244,4.32646259876978,7.5,2.34
emotional,emotional,1,emotional::a,a,160,4.326061402915011,9.45,2.0
highly,highly,1,highly::r,r,350,4.326061402915011,,2.19
gray,gray,1,gray::n,n,20,4.32445290299518,5.74,3.46
horn,horn,2,horn::n;horn::v,n;v,37,4.3236464134748305,4.84,5.0
champion,champion,1,champion::v,v,4,4.320405394836998,8.61,3.82
competition,competition,1,competition::n,n,105,4.31999856156893,7.85,3.86
presence,presence,1,presence::n,n,192,4.319183749919216,9.17,2.72
cure,cure,1,cure::v,v,7,4.318775770103489,9.58,2.41
capable,capable,1,capable::a,a,705,4.318367406667757,9.16,2.21
diamond,diamond,1,diamond::n,n,41,4.314674753020988,6.47,4.89
services,services,1,services::n,n,201,4.314674753020988,,
bat,bat,1,bat::n,n,71,4.314262513329947,4.85,5.0
transfer,transfer,1,transfer::v,v,28,4.3126096303380175,10.33,3.04
sentence,sentence,2,sentence::n;sentence::v,n;v,70,4.312195424792168,5.84,3.57
nation,nation,1,nation::n,n,104,4.311365826675715,7.74,3.62
butter,butter,1,butter::v,v,4,4.310118450570991,5.78,4.9
potter,potter,1,potter::n,n,12,4.30886748144324,8.445298999999999,4.12
learning,learning,1,learning::n,n,71,4.307612898533501,,3.14
possibility,possibility,1,possibility::n,n,34,4.307193897553674,8.47,1.33
cage,cage,1,cage::v,v,4,4.3067744919373965,5.06,5.0
desire,desire,1,desire::v,v,22,4.3067744919373965,9.95,1.7
exchange,exchange,2,exchange::n;exchange::v,n;v,114,4.305513839435653,8.35,2.74
thin,thin,1,thin::v,v,11,4.304671366849632,6.47,3.83
drama,drama,1,drama::n,n,57,4.304249516906893,7.39,2.34
entirely,entirely,1,entirely::r,r,80,4.303404585741738,,1.81
swimming,swimming,1,swimming::n,n,59,4.300434313906377,4.58,4.44
print,print,1,print::v,v,21,4.300008326150886,7.67,4.17
journey,journey,1,journey::v,v,11,4.2995819201452,7.67,2.57
shore,shore,1,shore::v,v,4,4.297872097141777,6.925079,4.79
spoken,spoken,1,spoken::a,a,943,4.29744358750474,,3.28
result,result,1,result::n,n,197,4.29572530838137,8.22,2.85
recall,recall,1,recall::v,v,8,4.29356785495346,11.45,2.14
cabin,cabin,1,cabin::v,v,4,4.293135075164878,6.39,4.92
script,script,1,script::v,v,4,4.292268219623779,9.79,4.72
solid,solid,1,solid::n,n,192,4.291399630370442,7.79,4.42
education,education,1,education::n,n,75,4.290529300456115,6.7,2.93
salt,salt,2,salt::n;salt::v,n;v,290,4.290093480568158,5.05,4.89
metal,metal,3,metal::a;metal::n;metal::v,a;n;v,412,4.288783390639841,5.61,4.87
wounded,wounded,1,wounded::n,n,23,4.288783390639841,,3.64
escaped,escaped,1,escaped::a,a,12,4.288345814298639,,
effort,effort,1,effort::n,n,154,4.286591086732088,8.16,2.33
treatment,treatment,1,treatment::n,n,286,4.285711057085671,8.11,2.93
intelligence,intelligence,1,intelligence::n,n,135,4.284829240575801,8.56,2.24
ability,ability,1,ability::n,n,238,4.2835031495244085,8.84,1.81
fifth,fifth,1,fifth::n,n,50,4.283060217836955,5.3585,3.81
mouse,mouse,1,mouse::n,n,38,4.281283959811152,4.94,4.83
attempt,attempt,1,attempt::v,v,20,4.281283959811152,7.7,2.22
revenge,revenge,1,revenge::v,v,7,4.279500407070735,8.0,1.54
bravo,bravo,1,bravo::v,v,3,4.279053372052465,,1.86
motion,motion,1,motion::n,n,193,4.277709499452854,6.78,3.8
